"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","dsp-mintagral.yandex.ru","Туркменистан","1","1","0.0","00:00:38","0","0","0","0","0","0"
"Переходы по рекламе","dsp-webeye.yandex.ru","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dsp-webeye.yandex.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dsp-xiaomi.yandex.ru","Не определено","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Абхазия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Армения","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Германия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Турция","1","1","0.0","00:02:52","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Южная Осетия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dzen.ru","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dzen.ru","Таджикистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","dzen.ru","Узбекистан","1","1","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","e1.ru","Россия","1","1","0.0","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","ellegirl.ru","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","ex.24smi.info","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","fabricators.ru","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","factories.by","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","factories.kz","Казахстан","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","farm.parking.game","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","finance.mail.ru","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","fontanka.ru","Россия","1","1","0.0","00:01:58","0","0","0","0","0","0"
"Переходы по рекламе","funcore.bricker.construction_set.puzzle","Казахстан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","funvent.tilepark","Не определено","1","1","0.0","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","funvent.tilepark","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","funvent.tilepark","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","game.asmr.hospital.cleaning.master","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Китай","1","1","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","games.offlinegames.minigames","Азербайджан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","games.spearmint.triplecrush","Узбекистан","1","1","0.0","00:00:47","0","0","0","0","0","0"
"Переходы по рекламе","games.vaveda.militaryoverturn","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","games.yandex.ru","Кыргызстан","1","1","1.0","00:00:06","0","1","0","0","0","0"
"Переходы по рекламе","games.yandex.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","games.yandex.ru","Туркменистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","gauge.su","Россия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","gazeta.ru","Казахстан","1","1","0.0","00:00:39","0","0","0","0","0","0"
"Переходы по рекламе","gazeta.ru","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","gismeteo.kz","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","globalinfo.az","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","go.mail.ru","Беларусь","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","go.mail.ru","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","go.mail.ru","Кыргызстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","go.mail.ru","Россия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","gorodvo.ru","Кыргызстан","1","1","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","gridplus.ball.sort.colorpuz","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","health.mail.ru","Таджикистан","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","health.mail.ru","Узбекистан","1","1","0.0","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","hh.kz","Казахстан","1","1","0.0","00:00:24","0","1","0","0","0","0"
"Переходы по рекламе","hi-tech.mail.ru","Кыргызстан","1","1","0.0","00:02:00","0","1","0","0","0","0"
"Переходы по рекламе","hmn.ru","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","horo.mail.ru","Кыргызстан","1","1","0.0","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","howto-news.info","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","htn.tech","Таджикистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","images.yandex.ru","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","images.yandex.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","interfax.ru","Туркменистан","1","1","1.0","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","interfax.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","io.voodoo.paper2","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","iuanu.anti_soothing.mi","Кыргызстан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","iuanu.hopdance.mi","Кыргызстан","1","1","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","iuanu.robotdrop.mi","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","ivd.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","jsprav.ru","Казахстан","1","1","1.0","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","kartaslov.ru","Кыргызстан","1","1","1.0","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","katalog.vslutske.by","Беларусь","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","kidultlovin.word.zen","США","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","knews.kg","Кыргызстан","1","1","1.0","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","knigavuhe.org","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","kstnews.kz","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","kubnews.ru","Молдова","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","lada.kz","Казахстан","1","1","0.0","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","lady.mail.ru","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","lady.mail.ru","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","lava.game.parkour.games","Казахстан","1","1","0.0","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","lgz.ru","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","limehd.ru.ctv","Россия","1","1","0.0","00:00:41","0","0","0","0","0","0"
"Переходы по рекламе","litmir.club","Россия","1","1","0.0","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","m.avito.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","m.championat.asia","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.games.yandex.ru","Казахстан","1","1","0.0","00:01:00","0","0","0","0","0","0"
"Переходы по рекламе","m.games.yandex.ru","Молдова","1","1","0.0","00:00:52","0","0","0","0","0","0"
"Переходы по рекламе","m.games.yandex.ru","Туркменистан","1","1","0.0","00:00:23","0","0","0","0","0","0"
"Переходы по рекламе","m.images.yandex.ru","Беларусь","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.lenta.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","m.lenta.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.mail.yandex.ru","Беларусь","1","1","1.0","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","m.mail.yandex.ru","Россия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.maps.yandex.uz","Не определено","1","1","1.0","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Китай","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Таджикистан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","m.video.yandex.ru","Китай","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","magadanmedia.ru","Таджикистан","1","1","0.0","00:02:15","0","0","0","0","0","0"
"Переходы по рекламе","mail.ru","Молдова","1","1","0.0","00:00:57","0","0","0","0","0","0"
"Переходы по рекламе","maps.yandex.ru","Беларусь","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","maps.yandex.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","math.puzzle.games.crossmath.number.puzzles.free","Беларусь","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","math.puzzle.games.crossmath.number.puzzles.free","Узбекистан","1","1","1.0","00:00:05","0","0","0","0","0","0"
